year,country,meat_type,unit,quantity
2015,European Union (15 countries),Calve,Thousand head (animals),4181.35
2015,European Union (15 countries),Young cattle,Thousand tonnes,360.9
2015,European Union (15 countries),Young cattle,Thousand head (animals),1598.83
2015,European Union (15 countries),Adult cattle,Thousand tonnes,5849.86
2015,European Union (15 countries),Adult cattle,Thousand head (animals),17082.61
2015,Belgium,Bovine meat,Thousand tonnes,267.88
2015,Belgium,Bovine meat,Thousand head (animals),872.55
2015,Belgium,Calve and young cattley,Thousand tonnes,58.95
2015,Belgium,Calve and young cattley,Thousand head (animals),362.77
2015,Belgium,Calve,Thousand tonnes,57.13
2015,Belgium,Calve,Thousand head (animals),353.47
2015,Belgium,Young cattle,Thousand tonnes,1.82
2015,Belgium,Young cattle,Thousand head (animals),9.29
2015,Belgium,Adult cattle,Thousand tonnes,208.93
2015,Belgium,Adult cattle,Thousand head (animals),509.78
2015,Bulgaria,Bovine meat,Thousand tonnes,5.29
2015,Bulgaria,Bovine meat,Thousand head (animals),25.18
2015,Bulgaria,Calve and young cattley,Thousand tonnes,0.64
2015,Bulgaria,Calve and young cattley,Thousand head (animals),3.89
2015,Bulgaria,Calve,Thousand tonnes,0.06
2015,Bulgaria,Calve,Thousand head (animals),0.52
2015,Bulgaria,Young cattle,Thousand tonnes,0.58
2015,Bulgaria,Young cattle,Thousand head (animals),3.37
2015,Bulgaria,Adult cattle,Thousand tonnes,4.66
2015,Bulgaria,Adult cattle,Thousand head (animals),21.29
2015,Czech Republic,Bovine meat,Thousand tonnes,68.29
2015,Czech Republic,Bovine meat,Thousand head (animals),231.2
2015,Czech Republic,Calve and young cattley,Thousand tonnes,0.74
2015,Czech Republic,Calve and young cattley,Thousand head (animals),10.09
2015,Czech Republic,Calve,Thousand tonnes,0.46
2015,Czech Republic,Calve,Thousand head (animals),7.99
2015,Czech Republic,Young cattle,Thousand tonnes,0.28
2015,Czech Republic,Young cattle,Thousand head (animals),2.1
2015,Czech Republic,Adult cattle,Thousand tonnes,67.55
2015,Czech Republic,Adult cattle,Thousand head (animals),221.11
2015,Denmark,Bovine meat,Thousand tonnes,120.6
2015,Denmark,Bovine meat,Thousand head (animals),460.7
2015,Denmark,Calve and young cattley,Thousand tonnes,27.5
2015,Denmark,Calve and young cattley,Thousand head (animals),131.5
2015,Denmark,Calve,Thousand tonnes,0
2015,Denmark,Calve,Thousand head (animals),1.3
2015,Denmark,Young cattle,Thousand tonnes,27.5
2015,Denmark,Young cattle,Thousand head (animals),130.2
2015,Denmark,Adult cattle,Thousand tonnes,93.1
2015,Denmark,Adult cattle,Thousand head (animals),329.2
2015,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand tonnes,1124
2015,Germany (until 1990 former territory of the FRG),Bovine meat,Thousand head (animals),3519
2015,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand tonnes,53
2015,Germany (until 1990 former territory of the FRG),Calve and young cattley,Thousand head (animals),357
2015,Germany (until 1990 former territory of the FRG),Calve,Thousand tonnes,48
2015,Germany (until 1990 former territory of the FRG),Calve,Thousand head (animals),320
2015,Germany (until 1990 former territory of the FRG),Young cattle,Thousand tonnes,5
2015,Germany (until 1990 former territory of the FRG),Young cattle,Thousand head (animals),37
2015,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand tonnes,1071
2015,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand head (animals),3162
2015,Estonia,Bovine meat,Thousand tonnes,9.62
2015,Estonia,Bovine meat,Thousand head (animals),38.9
2015,Estonia,Calve and young cattley,Thousand tonnes,0.41
2015,Estonia,Calve and young cattley,Thousand head (animals),3.2
2015,Estonia,Calve,Thousand tonnes,0.06
2015,Estonia,Calve,Thousand head (animals),1.54
2015,Estonia,Young cattle,Thousand tonnes,0.35
2015,Estonia,Young cattle,Thousand head (animals),1.66
2015,Estonia,Adult cattle,Thousand tonnes,9.21
2015,Estonia,Adult cattle,Thousand head (animals),35.7
2015,Ireland,Bovine meat,Thousand tonnes,564.14
2015,Ireland,Bovine meat,Thousand head (animals),1664.87
2015,Ireland,Calve and young cattley,Thousand tonnes,0.89
2015,Ireland,Calve and young cattley,Thousand head (animals),6.58
2015,Ireland,Calve,Thousand tonnes,0.22
2015,Ireland,Calve,Thousand head (animals),2.48
2015,Ireland,Young cattle,Thousand tonnes,0.67
2015,Ireland,Young cattle,Thousand head (animals),4.11
2015,Ireland,Adult cattle,Thousand tonnes,563.26
2015,Ireland,Adult cattle,Thousand head (animals),1658.29
2015,Greece,Bovine meat,Thousand tonnes,41.92
2015,Greece,Bovine meat,Thousand head (animals),174.75
2015,Greece,Calve and young cattley,Thousand tonnes,7.78
2015,Greece,Calve and young cattley,Thousand head (animals),48.71
2015,Greece,Calve,Thousand tonnes,1.35
2015,Greece,Calve,Thousand head (animals),12.71
2015,Greece,Young cattle,Thousand tonnes,6.43
2015,Greece,Young cattle,Thousand head (animals),36
2015,Greece,Adult cattle,Thousand tonnes,34.14
2015,Greece,Adult cattle,Thousand head (animals),126.04
2015,Spain,Bovine meat,Thousand tonnes,633.77
2015,Spain,Bovine meat,Thousand head (animals),2352.66
2015,Spain,Calve and young cattley,Thousand tonnes,227.97
2015,Spain,Calve and young cattley,Thousand head (animals),972.77
2015,Spain,Calve,Thousand tonnes,14.57
2015,Spain,Calve,Thousand head (animals),81.14
2015,Spain,Young cattle,Thousand tonnes,213.4
2015,Spain,Young cattle,Thousand head (animals),891.63
2015,Spain,Adult cattle,Thousand tonnes,405.8
2015,Spain,Adult cattle,Thousand head (animals),1379.89
2015,France,Bovine meat,Thousand tonnes,1450.99
2015,France,Bovine meat,Thousand head (animals),4681.43
2015,France,Calve and young cattley,Thousand tonnes,211.25
2015,France,Calve and young cattley,Thousand head (animals),1392.81
2015,France,Calve,Thousand tonnes,181.07
2015,France,Calve,Thousand head (animals),1284.09
2015,France,Young cattle,Thousand tonnes,30.18
2015,France,Young cattle,Thousand head (animals),108.72
2015,France,Adult cattle,Thousand tonnes,1239.73
2015,France,Adult cattle,Thousand head (animals),3288.62
2015,Croatia,Bovine meat,Thousand tonnes,42.26
2015,Croatia,Bovine meat,Thousand head (animals),182.4
2015,Croatia,Calve and young cattley,Thousand tonnes,4.76
2015,Croatia,Calve and young cattley,Thousand head (animals),57.9
2015,Croatia,Calve,Thousand tonnes,4.2
2015,Croatia,Calve,Thousand head (animals),54.3
2015,Croatia,Young cattle,Thousand tonnes,0.56
2015,Croatia,Young cattle,Thousand head (animals),3.6
2015,Croatia,Adult cattle,Thousand tonnes,37.5
2015,Croatia,Adult cattle,Thousand head (animals),124.5
2015,Italy,Bovine meat,Thousand tonnes,788.28
2015,Italy,Bovine meat,Thousand head (animals),2711.67
2015,Italy,Calve and young cattley,Thousand tonnes,104.03
2015,Italy,Calve and young cattley,Thousand head (animals),702.83
2015,Italy,Calve,Thousand tonnes,91.79
2015,Italy,Calve,Thousand head (animals),629.88
2015,Italy,Young cattle,Thousand tonnes,12.24
2015,Italy,Young cattle,Thousand head (animals),72.95
2015,Italy,Adult cattle,Thousand tonnes,684.25
2015,Italy,Adult cattle,Thousand head (animals),2008.83
2015,Cyprus,Bovine meat,Thousand tonnes,5.04
2015,Cyprus,Bovine meat,Thousand head (animals),15.16
2015,Cyprus,Calve and young cattley,Thousand tonnes,0.58
2015,Cyprus,Calve and young cattley,Thousand head (animals),2.66
2015,Cyprus,Calve,Thousand tonnes,0.01
2015,Cyprus,Calve,Thousand head (animals),0.09
2015,Cyprus,Young cattle,Thousand tonnes,0.57
2015,Cyprus,Young cattle,Thousand head (animals),2.58
2015,Cyprus,Adult cattle,Thousand tonnes,4.46
2015,Cyprus,Adult cattle,Thousand head (animals),12.5
2015,Latvia,Bovine meat,Thousand tonnes,17.36
2015,Latvia,Bovine meat,Thousand head (animals),86.38
2015,Latvia,Calve and young cattley,Thousand tonnes,1.05
2015,Latvia,Calve and young cattley,Thousand head (animals),15.08
2015,Latvia,Calve,Thousand tonnes,0.52
2015,Latvia,Calve,Thousand head (animals),11.03
2015,Latvia,Young cattle,Thousand tonnes,0.54
2015,Latvia,Young cattle,Thousand head (animals),4.06
2015,Latvia,Adult cattle,Thousand tonnes,16.31
2015,Latvia,Adult cattle,Thousand head (animals),71.29
2015,Lithuania,Bovine meat,Thousand tonnes,44.13
2015,Lithuania,Bovine meat,Thousand head (animals),175.74
2015,Lithuania,Calve and young cattley,Thousand tonnes,0.49
2015,Lithuania,Calve and young cattley,Thousand head (animals),8.81
2015,Lithuania,Calve,Thousand tonnes,0.32
2015,Lithuania,Calve,Thousand head (animals),7.44
2015,Lithuania,Young cattle,Thousand tonnes,0.17
2015,Lithuania,Young cattle,Thousand head (animals),1.37
2015,Lithuania,Adult cattle,Thousand tonnes,43.64
2015,Lithuania,Adult cattle,Thousand head (animals),166.93
2015,Luxembourg,Bovine meat,Thousand tonnes,9.08
2015,Luxembourg,Bovine meat,Thousand head (animals),24.69
2015,Luxembourg,Calve and young cattley,Thousand tonnes,0.16
2015,Luxembourg,Calve and young cattley,Thousand head (animals),0.95
2015,Luxembourg,Calve,Thousand tonnes,0.07
2015,Luxembourg,Calve,Thousand head (animals),0.44
2015,Luxembourg,Young cattle,Thousand tonnes,0.09
2015,Luxembourg,Young cattle,Thousand head (animals),0.51
2015,Luxembourg,Adult cattle,Thousand tonnes,8.91
2015,Luxembourg,Adult cattle,Thousand head (animals),23.74
2015,Hungary,Bovine meat,Thousand tonnes,26.39
2015,Hungary,Bovine meat,Thousand head (animals),102.5
2015,Hungary,Calve and young cattley,Thousand tonnes,0.64
2015,Hungary,Calve and young cattley,Thousand head (animals),6.08
2015,Hungary,Calve,Thousand tonnes,0.21
2015,Hungary,Calve,Thousand head (animals),2.54
2015,Hungary,Young cattle,Thousand tonnes,0.43
2015,Hungary,Young cattle,Thousand head (animals),3.54
2015,Hungary,Adult cattle,Thousand tonnes,25.75
2015,Hungary,Adult cattle,Thousand head (animals),96.42
2015,Malta,Bovine meat,Thousand tonnes,1.03
2015,Malta,Bovine meat,Thousand head (animals),3.76
2015,Malta,Calve and young cattley,Thousand tonnes,0
2015,Malta,Calve and young cattley,Thousand head (animals),0
2015,Malta,Calve,Thousand tonnes,0
2015,Malta,Calve,Thousand head (animals),0
2015,Malta,Young cattle,Thousand tonnes,0
2015,Malta,Young cattle,Thousand head (animals),0
2015,Malta,Adult cattle,Thousand tonnes,1.03
2015,Malta,Adult cattle,Thousand head (animals),3.76
2015,Netherlands,Bovine meat,Thousand tonnes,382.52
2015,Netherlands,Bovine meat,Thousand head (animals),1956.89
2015,Netherlands,Calve and young cattley,Thousand tonnes,225.02
2015,Netherlands,Calve and young cattley,Thousand head (animals),1455.49
2015,Netherlands,Calve,Thousand tonnes,189.69
2015,Netherlands,Calve,Thousand head (animals),1276.73
2015,Netherlands,Young cattle,Thousand tonnes,35.33
2015,Netherlands,Young cattle,Thousand head (animals),178.76
2015,Netherlands,Adult cattle,Thousand tonnes,157.5
2015,Netherlands,Adult cattle,Thousand head (animals),501.4
2015,Austria,Bovine meat,Thousand tonnes,228.75
2015,Austria,Bovine meat,Thousand head (animals),695.17
2015,Austria,Calve and young cattley,Thousand tonnes,6.44
2015,Austria,Calve and young cattley,Thousand head (animals),63.75
2015,Austria,Calve,Thousand tonnes,6.44
2015,Austria,Calve,Thousand head (animals),63.75
2015,Austria,Young cattle,Thousand tonnes,0
2015,Austria,Young cattle,Thousand head (animals),0
2015,Austria,Adult cattle,Thousand tonnes,222.31
2015,Austria,Adult cattle,Thousand head (animals),631.42
2015,Poland,Bovine meat,Thousand tonnes,471.01
2015,Poland,Bovine meat,Thousand head (animals),1676.8
2015,Poland,Calve and young cattley,Thousand tonnes,3.54
2015,Poland,Calve and young cattley,Thousand head (animals),70.22
2015,Poland,Calve,Thousand tonnes,3.13
2015,Poland,Calve,Thousand head (animals),66.59
2015,Poland,Young cattle,Thousand tonnes,0.41
2015,Poland,Young cattle,Thousand head (animals),3.63
2015,Poland,Adult cattle,Thousand tonnes,467.47
2015,Poland,Adult cattle,Thousand head (animals),1606.59
2015,Portugal,Bovine meat,Thousand tonnes,88.62
2015,Portugal,Bovine meat,Thousand head (animals),363.18
2015,Portugal,Calve and young cattley,Thousand tonnes,20.53
2015,Portugal,Calve and young cattley,Thousand head (animals),122.69
2015,Portugal,Calve,Thousand tonnes,6.56
2015,Portugal,Calve,Thousand head (animals),47.24
2015,Portugal,Young cattle,Thousand tonnes,13.98
2015,Portugal,Young cattle,Thousand head (animals),75.46
2015,Portugal,Adult cattle,Thousand tonnes,68.09
2015,Portugal,Adult cattle,Thousand head (animals),240.49
2015,Romania,Bovine meat,Thousand tonnes,44.47
2015,Romania,Bovine meat,Thousand head (animals),208.18
2015,Romania,Calve and young cattley,Thousand tonnes,9.53
2015,Romania,Calve and young cattley,Thousand head (animals),53.96
2015,Romania,Calve,Thousand tonnes,1.62
2015,Romania,Calve,Thousand head (animals),14.62
2015,Romania,Young cattle,Thousand tonnes,7.91
2015,Romania,Young cattle,Thousand head (animals),39.35
2015,Romania,Adult cattle,Thousand tonnes,34.94
2015,Romania,Adult cattle,Thousand head (animals),154.22
2015,Slovenia,Bovine meat,Thousand tonnes,33.58
2015,Slovenia,Bovine meat,Thousand head (animals),112.04
2015,Slovenia,Calve and young cattley,Thousand tonnes,1.64
2015,Slovenia,Calve and young cattley,Thousand head (animals),15.52
2015,Slovenia,Calve,Thousand tonnes,1.31
2015,Slovenia,Calve,Thousand head (animals),13.31
2015,Slovenia,Young cattle,Thousand tonnes,0.33
2015,Slovenia,Young cattle,Thousand head (animals),2.21
2015,Slovenia,Adult cattle,Thousand tonnes,31.94
2015,Slovenia,Adult cattle,Thousand head (animals),96.52
2015,Slovakia,Bovine meat,Thousand tonnes,8.4
2015,Slovakia,Bovine meat,Thousand head (animals),31.32
2015,Slovakia,Calve and young cattley,Thousand tonnes,0.1
2015,Slovakia,Calve and young cattley,Thousand head (animals),1.5
2015,Slovakia,Calve,Thousand tonnes,0.06
2015,Slovakia,Calve,Thousand head (animals),1.2
2015,Slovakia,Young cattle,Thousand tonnes,0.03
2015,Slovakia,Young cattle,Thousand head (animals),0.3
2015,Slovakia,Adult cattle,Thousand tonnes,8.3
2015,Slovakia,Adult cattle,Thousand head (animals),29.82
2015,Finland,Bovine meat,Thousand tonnes,85.76
2015,Finland,Bovine meat,Thousand head (animals),278.96
2015,Finland,Calve and young cattley,Thousand tonnes,0.39
2015,Finland,Calve and young cattley,Thousand head (animals),3.39
2015,Finland,Calve,Thousand tonnes,0.1
2015,Finland,Calve,Thousand head (animals),1.39
2015,Finland,Young cattle,Thousand tonnes,0.29
2015,Finland,Young cattle,Thousand head (animals),2
2015,Finland,Adult cattle,Thousand tonnes,85.37
2015,Finland,Adult cattle,Thousand head (animals),275.57
2015,Sweden,Bovine meat,Thousand tonnes,143.98
2015,Sweden,Bovine meat,Thousand head (animals),466.72
2015,Sweden,Calve and young cattley,Thousand tonnes,14.33
2015,Sweden,Calve and young cattley,Thousand head (animals),60.28
2015,Sweden,Calve,Thousand tonnes,3.49
2015,Sweden,Calve,Thousand head (animals),21.78
2015,Sweden,Young cattle,Thousand tonnes,10.84
2015,Sweden,Young cattle,Thousand head (animals),38.51
2015,Sweden,Adult cattle,Thousand tonnes,129.65
2015,Sweden,Adult cattle,Thousand head (animals),406.44
2015,United Kingdom,Bovine meat,Thousand tonnes,883.21
2015,United Kingdom,Bovine meat,Thousand head (animals),2639.56
2015,United Kingdom,Calve and young cattley,Thousand tonnes,5.4
2015,United Kingdom,Calve and young cattley,Thousand head (animals),98.64
2015,United Kingdom,Calve,Thousand tonnes,2.27
2015,United Kingdom,Calve,Thousand head (animals),84.95
2015,United Kingdom,Young cattle,Thousand tonnes,3.13
2015,United Kingdom,Young cattle,Thousand head (animals),13.69
2015,United Kingdom,Adult cattle,Thousand tonnes,877.81
2015,United Kingdom,Adult cattle,Thousand head (animals),2540.92
2015,Iceland,Bovine meat,Thousand tonnes,3.5
2015,Iceland,Bovine meat,Thousand head (animals),18.9
2015,Iceland,Calve and young cattley,Thousand tonnes,0
2015,Iceland,Calve and young cattley,Thousand head (animals),2.3
2015,Iceland,Calve,Thousand tonnes,0
2015,Iceland,Calve,Thousand head (animals),2.3
2015,Iceland,Young cattle,Thousand tonnes,0
2015,Iceland,Young cattle,Thousand head (animals),0
2015,Iceland,Adult cattle,Thousand tonnes,3.5
2015,Iceland,Adult cattle,Thousand head (animals),16.6
2015,Switzerland,Bovine meat,Thousand tonnes,141.76
2015,Switzerland,Bovine meat,Thousand head (animals),629.58
2015,Switzerland,Calve and young cattley,Thousand tonnes,48.55
2015,Switzerland,Calve and young cattley,Thousand head (animals),307.78
2015,Switzerland,Calve,Thousand tonnes,29.23
2015,Switzerland,Calve,Thousand head (animals),236.33
2015,Switzerland,Young cattle,Thousand tonnes,19.32
2015,Switzerland,Young cattle,Thousand head (animals),71.45
2015,Switzerland,Adult cattle,Thousand tonnes,93.22
2015,Switzerland,Adult cattle,Thousand head (animals),321.8
2015,Montenegro,Bovine meat,Thousand tonnes,4.12
2015,Montenegro,Bovine meat,Thousand head (animals),22.63
