year,country,crop,area
2015,"Former Yugoslav Republic of Macedonia, the",Raspberries,0
2015,"Former Yugoslav Republic of Macedonia, the",Blueberries,0
2015,"Former Yugoslav Republic of Macedonia, the",Other berries n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Gooseberries,0
2015,"Former Yugoslav Republic of Macedonia, the",Nuts,0
2015,"Former Yugoslav Republic of Macedonia, the",Walnuts,0
2015,"Former Yugoslav Republic of Macedonia, the",Hazelnuts,0
2015,"Former Yugoslav Republic of Macedonia, the",Almonds,0
2015,"Former Yugoslav Republic of Macedonia, the",Chestnuts,0
2015,"Former Yugoslav Republic of Macedonia, the",Other nuts n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Citrus fruits,0
2015,"Former Yugoslav Republic of Macedonia, the",Oranges,0
2015,"Former Yugoslav Republic of Macedonia, the",Navel oranges,0
2015,"Former Yugoslav Republic of Macedonia, the",White oranges (blancas),0
2015,"Former Yugoslav Republic of Macedonia, the",Blood oranges (sanguines),0
2015,"Former Yugoslav Republic of Macedonia, the",Others oranges n.e.c,0
2015,"Former Yugoslav Republic of Macedonia, the",Small citrus fruits,0
2015,"Former Yugoslav Republic of Macedonia, the",Satsumas,0
2015,"Former Yugoslav Republic of Macedonia, the",Clementines,0
2015,"Former Yugoslav Republic of Macedonia, the",Other small citrus fruits (including hybrids) n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Lemons and acid limes,0
2015,"Former Yugoslav Republic of Macedonia, the",Yellow lemons,0
2015,"Former Yugoslav Republic of Macedonia, the",Acid limes,0
2015,"Former Yugoslav Republic of Macedonia, the",Pomelos and grapefruit,0
2015,"Former Yugoslav Republic of Macedonia, the",Other citrus fruits n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Grapes,22.92
2015,"Former Yugoslav Republic of Macedonia, the",Grapes for wines,3.34
2015,"Former Yugoslav Republic of Macedonia, the",Grapes for wines with protected designation of origin (PDO),0
2015,"Former Yugoslav Republic of Macedonia, the",Grapes for wines with protected geographical indication (PGI),0
2015,"Former Yugoslav Republic of Macedonia, the",Grapes for other wines n.e.c. (without PDO/PGI),0
2015,"Former Yugoslav Republic of Macedonia, the",Grapes for table use,19.58
2015,"Former Yugoslav Republic of Macedonia, the",Grapes for raisins,0
2015,"Former Yugoslav Republic of Macedonia, the",Grapes for other purposes n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Olives,0
2015,"Former Yugoslav Republic of Macedonia, the",Olives for table use,0
2015,"Former Yugoslav Republic of Macedonia, the",Olives for oil,0
2015,"Former Yugoslav Republic of Macedonia, the",Other permanent crops for human consumption n.e.c.,0
2015,"Former Yugoslav Republic of Macedonia, the",Nurseries,0
2015,"Former Yugoslav Republic of Macedonia, the",Other permanent crops,0
2015,"Former Yugoslav Republic of Macedonia, the",Kitchen gardens,0
2015,"Former Yugoslav Republic of Macedonia, the",Cultivated mushrooms,0
2015,"Former Yugoslav Republic of Macedonia, the",Champignons,0
2015,"Former Yugoslav Republic of Macedonia, the",Other cultivated mushrooms n.e.c.,0
2015,Albania,Utilised Agricultural Area,0
2015,Albania,Arable land,0
2015,Albania,Cereals for the production of grain (including seed),142.6
2015,Albania,Cereals (excluding rice) for the production of grain (including seed),142.6
2015,Albania,Wheat and spelt,69.6
2015,Albania,Common wheat and spelt,69.6
2015,Albania,Common winter wheat and spelt,69.6
2015,Albania,Common spring wheat and spelt,0
2015,Albania,Durum wheat,0
2015,Albania,Rye and winter cereal mixtures (maslin),1.3
2015,Albania,Rye,1.3
2015,Albania,Winter cereal mixtures (maslin),0
2015,Albania,Barley,2.5
2015,Albania,Winter barley,2.5
2015,Albania,Spring barley,0
2015,Albania,Oats and spring cereal mixtures (mixed grain other than maslin),14.6
2015,Albania,Oats,14.6
2015,Albania,Spring cereal mixtures (mixed grain other than maslin),0
2015,Albania,Grain maize and corn-cob-mix,54.6
2015,Albania,Triticale,0
2015,Albania,Sorghum,0
2015,Albania,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0
2015,Albania,Rice,0
2015,Albania,Rice Indica,0
2015,Albania,Rice Japonica,0
2015,Albania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),14.9
2015,Albania,Field peas,0
2015,Albania,Broad and field beans,0
2015,Albania,Sweet lupins,0
2015,Albania,Other dry pulses and protein crops n.e.c.,14.9
2015,Albania,Root crops,10.1
2015,Albania,Potatoes (including seed potatoes),10.1
2015,Albania,Sugar beet (excluding seed),0
2015,Albania,Other root crops n.e.c.,0
2015,Albania,Industrial crops,7.1
2015,Albania,Oilseeds,0.9
2015,Albania,"Rape, turnip rape, sunflower seeds and soya",0
2015,Albania,Rape and turnip rape seeds,0
2015,Albania,Winter rape and turnip rape seeds,0
2015,Albania,Spring rape and turnip rape seeds,0
2015,Albania,Sunflower seed,0.7
2015,Albania,Soya,0.2
2015,Albania,Linseed (oilflax),0
2015,Albania,Cotton seed,0
2015,Albania,Other oilseed crops n.e.c.,0
2015,Albania,Fibre crops,0
2015,Albania,Fibre flax,0
2015,Albania,Hemp,0
2015,Albania,Cotton fibre,0
2015,Albania,Other fibre crops n.e.c.,0
2015,Albania,Tobacco,1.2
2015,Albania,Hops,0
2015,Albania,"Aromatic, medicinal and culinary plants",5
2015,Albania,Energy crops n.e.c.,0
2015,Albania,Other industrial crops n.e.c.,0
2015,Albania,Plants harvested green from arable land,207.3
2015,Albania,Temporary grasses and grazings,0
2015,Albania,Leguminous plants harvested green,143.2
2015,Albania,Lucerne,143.2
2015,Albania,Other leguminous plants harvested green n.e.c.,0
2015,Albania,Clover and mixtures,0
2015,Albania,Green maize,15.3
2015,Albania,Other cereals harvested green (excluding green maize),23.5
2015,Albania,Other plants harvested green from arable land n.e.c.,25.3
2015,Albania,Fresh vegetables (including melons) and strawberries,37.14
2015,Albania,Fresh vegetables (including melons),37.14
2015,Albania,Brassicas,1.7
2015,Albania,Cauliflower and broccoli,0.24
2015,Albania,Brussels sprouts,0
2015,Albania,Cabbages,1.46
2015,Albania,Other brassicas n.e.c,0
2015,Albania,Kohlrabi,0
2015,Albania,Leafy and stalked vegetables (excluding brassicas),6.2
2015,Albania,Leeks,1.37
2015,Albania,Celery,0
2015,Albania,Lettuces,1.1
2015,Albania,Lettuces - under glass or high accessible cover,0.07
2015,Albania,Endives,0
2015,Albania,Spinach,1.26
2015,Albania,Asparagus,0
2015,Albania,Chicory,0
2015,Albania,Chicory for fresh consumption,0
2015,Albania,Chicory for processing,0
2015,Albania,Artichokes,0
2015,Albania,Other leafy or stalked vegetables n.e.c.,2.47
2015,Albania,Vegetables cultivated for fruit (including melons),21.35
2015,Albania,Tomatoes,6.24
2015,Albania,Tomatoes for fresh consumption,0
2015,Albania,Tomatoes for processing,0
2015,Albania,Tomatoes - under glass or high accessible cover,1.19
2015,Albania,Cucumbers,2.15
2015,Albania,Cucumbers - under glass or high accessible cover,0.39
2015,Albania,Gherkins,0
2015,Albania,Eggplants,1.15
2015,Albania,Courgettes and marrows,0
2015,Albania,Gourds and pumpkins,0.52
2015,Albania,Muskmelons,1.68
2015,Albania,Watermelons,5.95
2015,Albania,Peppers (capsicum),2.96
2015,Albania,Peppers (capsicum) - under glass or high accessible cover,0.23
2015,Albania,Other vegetables cultivated for fruit n.e.c.,0.69
2015,Albania,"Root, tuber and bulb vegetables",6.02
2015,Albania,Carrots,0.26
2015,Albania,Onions,4.59
2015,Albania,Shallots,0.17
2015,Albania,Beetroot,0
2015,Albania,Celeriac,0
2015,Albania,Radishes,0
2015,Albania,Garlic,1
2015,Albania,"Other root, tuber and bulb vegetables n.e.c.",0.02
2015,Albania,Fresh pulses,1.55
2015,Albania,Fresh peas,0.49
2015,Albania,Fresh beans,0.94
2015,Albania,Other fresh pulses n.e.c.,0.12
2015,Albania,Other fresh vegetables n.e.c.,0.32
2015,Albania,Strawberries,0
2015,Albania,Strawberries - under glass or high accesible cover,0
2015,Albania,Flowers and ornamental plants (excluding nurseries),0
2015,Albania,Seeds and seedlings,0
2015,Albania,Other arable land crops n.e.c.,0
2015,Albania,Fallow land,0
2015,Albania,Permanent grassland,0
2015,Albania,Permanent crops,0
2015,Albania,Permanent crops for human consumption including those from kitchen gardens,0
2015,Albania,Permanent crops for human consumption,0
2015,Albania,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",16
2015,Albania,Pome fruits,0
2015,Albania,Apples,4
2015,Albania,Apples for fresh consumption,0
2015,Albania,Apples for processing,0
2015,Albania,Pears,0.7
2015,Albania,Pears for fresh consumption,0
2015,Albania,Pears for processing,0
2015,Albania,Other pome fruits n.e.c.,0.3
2015,Albania,Stone fruits,0
2015,Albania,Peaches and nectarines,1.1
2015,Albania,Peaches,0
2015,Albania,Nectarines,0
2015,Albania,Peaches and nectarines for processing,0
2015,Albania,Apricots,0.3
2015,Albania,Cherries,2
2015,Albania,Sour cherries,0
2015,Albania,Sweet cherries,0
2015,Albania,Plums,2.4
2015,Albania,Other stone fruits n.e.c,0
2015,Albania,Fruits from subtropical and tropical climate zones,0
2015,Albania,Figs,1.5
2015,Albania,Kiwis,0
2015,Albania,Avocados,0
2015,Albania,Bananas,0
2015,Albania,Other fruits from subtropical and tropical climate zones n.e.c.,0.5
2015,Albania,Berries (excluding strawberries),0
2015,Albania,Currants,0
2015,Albania,Blackcurrants,0
2015,Albania,Redcurrants,0
2015,Albania,Raspberries,0
2015,Albania,Blueberries,0
2015,Albania,Other berries n.e.c.,0.2
2015,Albania,Gooseberries,0
2015,Albania,Nuts,0
2015,Albania,Walnuts,0.4
2015,Albania,Hazelnuts,0.1
2015,Albania,Almonds,0.1
2015,Albania,Chestnuts,2.4
2015,Albania,Other nuts n.e.c.,0
2015,Albania,Citrus fruits,1
2015,Albania,Oranges,0.2
2015,Albania,Navel oranges,0
2015,Albania,White oranges (blancas),0
2015,Albania,Blood oranges (sanguines),0
2015,Albania,Others oranges n.e.c,0
2015,Albania,Small citrus fruits,0.6
2015,Albania,Satsumas,0
2015,Albania,Clementines,0
2015,Albania,Other small citrus fruits (including hybrids) n.e.c.,0
2015,Albania,Lemons and acid limes,0.04
2015,Albania,Yellow lemons,0
2015,Albania,Acid limes,0
2015,Albania,Pomelos and grapefruit,0.15
2015,Albania,Other citrus fruits n.e.c.,0
2015,Albania,Grapes,9.9
2015,Albania,Grapes for wines,0
2015,Albania,Grapes for wines with protected designation of origin (PDO),0
2015,Albania,Grapes for wines with protected geographical indication (PGI),0
2015,Albania,Grapes for other wines n.e.c. (without PDO/PGI),0
2015,Albania,Grapes for table use,0
2015,Albania,Grapes for raisins,0
2015,Albania,Grapes for other purposes n.e.c.,0
2015,Albania,Olives,41.5
2015,Albania,Olives for table use,6.8
2015,Albania,Olives for oil,34.7
2015,Albania,Other permanent crops for human consumption n.e.c.,0
2015,Albania,Nurseries,0
2015,Albania,Other permanent crops,0
2015,Albania,Kitchen gardens,0
2015,Albania,Cultivated mushrooms,0
2015,Albania,Champignons,0
2015,Albania,Other cultivated mushrooms n.e.c.,0
2015,Serbia,Utilised Agricultural Area,0
2015,Serbia,Arable land,0
2015,Serbia,Cereals for the production of grain (including seed),1759.45
2015,Serbia,Cereals (excluding rice) for the production of grain (including seed),1759.45
2015,Serbia,Wheat and spelt,589.92
2015,Serbia,Common wheat and spelt,589.92
2015,Serbia,Common winter wheat and spelt,0
2015,Serbia,Common spring wheat and spelt,0
2015,Serbia,Durum wheat,0
2015,Serbia,Rye and winter cereal mixtures (maslin),5.69
2015,Serbia,Rye,5.69
2015,Serbia,Winter cereal mixtures (maslin),0
2015,Serbia,Barley,95.98
2015,Serbia,Winter barley,0
2015,Serbia,Spring barley,0
2015,Serbia,Oats and spring cereal mixtures (mixed grain other than maslin),32.42
2015,Serbia,Oats,32.42
2015,Serbia,Spring cereal mixtures (mixed grain other than maslin),0
2015,Serbia,Grain maize and corn-cob-mix,1010.23
2015,Serbia,Triticale,19.56
2015,Serbia,Sorghum,0
2015,Serbia,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",5.65
2015,Serbia,Rice,0
2015,Serbia,Rice Indica,0
2015,Serbia,Rice Japonica,0
2015,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),13.76
2015,Serbia,Field peas,0
2015,Serbia,Broad and field beans,12.69
2015,Serbia,Sweet lupins,0
2015,Serbia,Other dry pulses and protein crops n.e.c.,1.07
2015,Serbia,Root crops,83.93
2015,Serbia,Potatoes (including seed potatoes),41.66
2015,Serbia,Sugar beet (excluding seed),42.12
2015,Serbia,Other root crops n.e.c.,0.15
2015,Serbia,Industrial crops,373.79
2015,Serbia,Oilseeds,363.84
2015,Serbia,"Rape, turnip rape, sunflower seeds and soya",363.26
2015,Serbia,Rape and turnip rape seeds,12.23
2015,Serbia,Winter rape and turnip rape seeds,0
2015,Serbia,Spring rape and turnip rape seeds,0
2015,Serbia,Sunflower seed,166.19
2015,Serbia,Soya,184.84
2015,Serbia,Linseed (oilflax),0
2015,Serbia,Cotton seed,0
2015,Serbia,Other oilseed crops n.e.c.,0.58
2015,Serbia,Fibre crops,0
2015,Serbia,Fibre flax,0
2015,Serbia,Hemp,0
2015,Serbia,Cotton fibre,0
2015,Serbia,Other fibre crops n.e.c.,0
2015,Serbia,Tobacco,5.01
2015,Serbia,Hops,0
2015,Serbia,"Aromatic, medicinal and culinary plants",2.03
2015,Serbia,Energy crops n.e.c.,0
2015,Serbia,Other industrial crops n.e.c.,2.91
2015,Serbia,Plants harvested green from arable land,250.37
2015,Serbia,Temporary grasses and grazings,23.35
2015,Serbia,Leguminous plants harvested green,185.86
2015,Serbia,Lucerne,109.23
2015,Serbia,Other leguminous plants harvested green n.e.c.,76.63
2015,Serbia,Clover and mixtures,0
2015,Serbia,Green maize,34.05
2015,Serbia,Other cereals harvested green (excluding green maize),1.96
2015,Serbia,Other plants harvested green from arable land n.e.c.,5.15
2015,Serbia,Fresh vegetables (including melons) and strawberries,0
2015,Serbia,Fresh vegetables (including melons),0
2015,Serbia,Brassicas,0
2015,Serbia,Cauliflower and broccoli,0
2015,Serbia,Brussels sprouts,0
2015,Serbia,Cabbages,0
2015,Serbia,Other brassicas n.e.c,0
2015,Serbia,Kohlrabi,0
2015,Serbia,Leafy and stalked vegetables (excluding brassicas),0
2015,Serbia,Leeks,0
2015,Serbia,Celery,0
2015,Serbia,Lettuces,0
2015,Serbia,Lettuces - under glass or high accessible cover,0
2015,Serbia,Endives,0
2015,Serbia,Spinach,0
2015,Serbia,Asparagus,0
2015,Serbia,Chicory,0
2015,Serbia,Chicory for fresh consumption,0
2015,Serbia,Chicory for processing,0
2015,Serbia,Artichokes,0
2015,Serbia,Other leafy or stalked vegetables n.e.c.,0
2015,Serbia,Vegetables cultivated for fruit (including melons),0
2015,Serbia,Tomatoes,0
2015,Serbia,Tomatoes for fresh consumption,0
2015,Serbia,Tomatoes for processing,0
2015,Serbia,Tomatoes - under glass or high accessible cover,0
2015,Serbia,Cucumbers,0
2015,Serbia,Cucumbers - under glass or high accessible cover,0
2015,Serbia,Gherkins,0
2015,Serbia,Eggplants,0
2015,Serbia,Courgettes and marrows,0
2015,Serbia,Gourds and pumpkins,0
2015,Serbia,Muskmelons,0
2015,Serbia,Watermelons,0
2015,Serbia,Peppers (capsicum),0
2015,Serbia,Peppers (capsicum) - under glass or high accessible cover,0
2015,Serbia,Other vegetables cultivated for fruit n.e.c.,0
2015,Serbia,"Root, tuber and bulb vegetables",0
2015,Serbia,Carrots,0
2015,Serbia,Onions,0
2015,Serbia,Shallots,0
2015,Serbia,Beetroot,0
2015,Serbia,Celeriac,0
2015,Serbia,Radishes,0
2015,Serbia,Garlic,0
2015,Serbia,"Other root, tuber and bulb vegetables n.e.c.",0
2015,Serbia,Fresh pulses,0
2015,Serbia,Fresh peas,0
2015,Serbia,Fresh beans,0
2015,Serbia,Other fresh pulses n.e.c.,0
2015,Serbia,Other fresh vegetables n.e.c.,0
2015,Serbia,Strawberries,0
2015,Serbia,Strawberries - under glass or high accesible cover,0
2015,Serbia,Flowers and ornamental plants (excluding nurseries),0
2015,Serbia,Seeds and seedlings,0
2015,Serbia,Other arable land crops n.e.c.,0
2015,Serbia,Fallow land,0
2015,Serbia,Permanent grassland,0
2015,Serbia,Permanent crops,0
2015,Serbia,Permanent crops for human consumption including those from kitchen gardens,0
2015,Serbia,Permanent crops for human consumption,0
2015,Serbia,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2015,Serbia,Pome fruits,0
2015,Serbia,Apples,0
2015,Serbia,Apples for fresh consumption,0
2015,Serbia,Apples for processing,0
2015,Serbia,Pears,0
2015,Serbia,Pears for fresh consumption,0
2015,Serbia,Pears for processing,0
2015,Serbia,Other pome fruits n.e.c.,0
2015,Serbia,Stone fruits,0
2015,Serbia,Peaches and nectarines,0
2015,Serbia,Peaches,0
2015,Serbia,Nectarines,0
2015,Serbia,Peaches and nectarines for processing,0
2015,Serbia,Apricots,0
2015,Serbia,Cherries,0
2015,Serbia,Sour cherries,0
2015,Serbia,Sweet cherries,0
2015,Serbia,Plums,0
2015,Serbia,Other stone fruits n.e.c,0
2015,Serbia,Fruits from subtropical and tropical climate zones,0
2015,Serbia,Figs,0
2015,Serbia,Kiwis,0
2015,Serbia,Avocados,0
2015,Serbia,Bananas,0
2015,Serbia,Other fruits from subtropical and tropical climate zones n.e.c.,0
2015,Serbia,Berries (excluding strawberries),0
2015,Serbia,Currants,0
2015,Serbia,Blackcurrants,0
2015,Serbia,Redcurrants,0
2015,Serbia,Raspberries,0
2015,Serbia,Blueberries,0
2015,Serbia,Other berries n.e.c.,0
2015,Serbia,Gooseberries,0
2015,Serbia,Nuts,0
2015,Serbia,Walnuts,0
2015,Serbia,Hazelnuts,0
2015,Serbia,Almonds,0
2015,Serbia,Chestnuts,0
2015,Serbia,Other nuts n.e.c.,0
2015,Serbia,Citrus fruits,0
2015,Serbia,Oranges,0
2015,Serbia,Navel oranges,0
2015,Serbia,White oranges (blancas),0
2015,Serbia,Blood oranges (sanguines),0
